Index,Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
16501,Carl Lombardi,Secret,Living,Male,Bad,,,,,Brown,,Marvel,2006.0,,2006-01-01,
16502,Dai'andral,Public,Living,Female,Good,,,,White,,,Marvel,2006.0,,2006-04-01,
16503,Eric O'Grady,Secret,Deceased,Male,Good,,,,Green,Red,,Marvel,2006.0,,2006-12-01,
16504,Eric O'Grady,Secret,Deceased,Male,Bad,,,,Green,Red,,Marvel,2012.0,,2012-05-01,LMD
16505,K'Tor,,Living,Male,Bad,,,,,,,Marvel,2006.0,,2006-11-01,
16506,Kal'ti,,Living,Female,Good,,,,,Black,,Marvel,2006.0,,2006-11-01,
16507,Kid Clayton,Secret,Deceased,Male,Good,,,,,,,Marvel,2006.0,,2006-08-01,
16508,Korvus Rook'shir,No Dual,Living,Male,Good,,,,Blue,Black,,Marvel,2006.0,,2006-11-01,
16509,Lucius Kleinstein,No Dual,Living,Male,,,,,,,,Marvel,2006.0,,2006-01-01,
16510,Mrs. Munroe,Secret,Deceased,Female,Good,,,,,,,Marvel,2006.0,,2006-07-01,
16511,N'Ruto,Public,Living,Male,Good,,,,White,,,Marvel,2006.0,,2006-11-01,
16512,Ororo's grandmother,Secret,Living,Female,Good,,,,Brown,White,,Marvel,2006.0,,2006-08-01,
16513,Otkid the Omnipotent,,Living,Male,,,,,,,,Marvel,2006.0,,2006-12-01,
16514,Perry Moore,No Dual,Living,Male,Good,,,,,,,Marvel,2006.0,,2006-03-01,
16515,R'Kin,Public,Deceased,Male,Bad,,,,Green,Bald,,Marvel,2006.0,,2006-06-01,
16516,Robin Parrish,No Dual,Living,Female,Good,,,,,,,Marvel,2006.0,,2006-03-01,
16517,Rook'shir,Secret,Deceased,Male,Bad,,,,Black,Black,,Marvel,2006.0,,2006-12-01,
16518,S'Bak,Public,Living,Female,,,,,Green,,,Marvel,2006.0,,2006-06-01,
16519,Shadow Slayer,,Living,,,,,,,,,Marvel,2006.0,,2006-10-01,
16520,Sir Henry,Secret,Deceased,Male,Good,,,,,,,Marvel,2006.0,,2006-10-01,
16521,Sir William,Secret,Deceased,Male,Good,,,,,,,Marvel,2006.0,,2006-10-01,
16522,Z'Reg,Secret,Deceased,Male,Good,,,,Green,Bald,,Marvel,2006.0,,2006-07-01,
16523,'Spinner,Secret,Living,Male,Good,,,,,,,Marvel,2007.0,,2007-11-01,
16524,Alan O'Neil,No Dual,Living,Male,Good,,,,Brown,Brown,,Marvel,2007.0,,2007-06-01,
16525,Aphrodite,Secret,Living,Female,Good,,,,,,,Marvel,2007.0,,2007-02-01,CSA
16526,Aphrodite,Public,Living,Female,Neutral,,,,Blue,Blond,,DC,1941.0,104.0,1941-12-01,
16527,Chandra,Public,Living,Female,Good,,,,,Bald,,Marvel,2007.0,,2007-04-01,Centaurian
16528,Eldest,Secret,Living,,Bad,,,,White,Bald,,Marvel,2007.0,,2007-12-01,Scy'ar Tal
16529,Ethan Meyers,Secret,Living,Male,Neutral,,,,Brown,Brown,,Marvel,2007.0,,2007-05-01,
16530,Ev Teel Urizen,Public,Living,Male,Bad,,,,White,,,Marvel,2007.0,,2007-05-01,
16531,Hackett Zemo,Public,Deceased,Male,Neutral,,,,,Blond,,Marvel,2007.0,,2007-05-01,
16532,Hartwig Zemo,Public,Deceased,Male,Neutral,,,,,,,Marvel,2007.0,,2007-05-01,
16533,Hoffman Zemo,Public,Living,Male,Neutral,,,,,,,Marvel,2007.0,,2007-07-01,
16534,Jazinda Kl'rt-Spawn,Secret,Living,Female,Good,,,,Green,Black,,Marvel,2007.0,,2007-12-01,
16535,K'Beer Okoye,Secret,Deceased,Male,Bad,,,,,,,Marvel,2007.0,,2007-11-01,
16536,Ka'ardum,Public,Living,Male,Neutral,,,,,Grey,,Marvel,2007.0,,2007-05-01,
16537,Khn'nr,Secret,Deceased,Male,Neutral,,,,Blue,Blond,,Marvel,2007.0,,2007-03-01,
16538,L'Empereur du Monde Souterrain,Secret,Living,Male,Neutral,,,,Brown,Black,,Marvel,2007.0,,2007-02-01,Renu00e9
16539,Leslie Kinney,Secret,Living,Female,Neutral,,,,,,,Marvel,2007.0,,2007-06-01,
16540,Travis Parham,Public,Living,Male,Good,,,,,,,Marvel,2007.0,,2007-04-01,
16541,Ultron V,Public,Living,,Bad,,,,Red,Bald,,Marvel,2007.0,,2007-03-01,Onslaught Reborn
16542,Vyr'tal,Public,Living,Male,Good,,,,White,,,Marvel,2007.0,,2007-12-01,
16543,Anya,No Dual,Deceased,Female,,,,,,Black,,Marvel,2008.0,,2008-11-01,Magda's mother
16544,Ch'rith,Secret,Deceased,Female,Bad,,,,Green,Bald,,Marvel,2008.0,,2008-11-01,
16545,Dro'ge Fenu Edu,Public,Living,Male,Bad,,,,Green,Bald,,Marvel,2008.0,,2008-06-01,
16546,Evh'ser,Public,Living,Male,Bad,,,,Green,Bald,,Marvel,2008.0,,2008-10-01,
16547,Fry'lu,,Living,Female,Bad,,,,Green,Black,,Marvel,2008.0,,2008-10-01,
16548,George Sims,No Dual,Deceased,Male,,,,,Brown,Brown,,Marvel,2008.0,,2008-11-01,
16549,Grrix,Public,Living,Male,Bad,,,,Green,Bald,,Marvel,2008.0,,2008-08-01,
16550,H'kurrek,Secret,Deceased,Male,Bad,,,,Green,Bald,,Marvel,2008.0,,2008-10-01,
16551,K'rtem,Secret,Deceased,Male,Bad,,,,Green,Bald,,Marvel,2008.0,,2008-09-01,
16552,K'vvvr,Public,Deceased,Male,Good,,,,Green,Bald,,Marvel,2008.0,,2008-09-01,
16553,Kly'bn,Secret,Deceased,Male,Bad,,,,,,,Marvel,2008.0,,2008-09-01,
16554,Kuhul Ajaw,,Living,Male,Bad,,,,,,,Marvel,2008.0,,2008-06-01,
16555,Lou Boyle,Secret,Deceased,Male,Bad,,,,,,,Marvel,2008.0,,2008-02-01,
16556,Mendez,,Living,Male,,,,,,,,Marvel,2008.0,,2008-01-01,Luminals
16557,N'Baku,Secret,Living,Male,Neutral,,,,Brown,Bald,,Marvel,2008.0,,2008-06-01,
16558,Nezhno's father,Secret,Living,Male,Neutral,,,,,,,Marvel,2008.0,,2008-06-01,
16559,Nezhno's mother,Secret,Living,Female,Neutral,,,,Brown,Black,,Marvel,2008.0,,2008-06-01,
16560,Pitt'o Nili,Secret,Deceased,Male,Bad,,,,Green,Bald,,Marvel,2008.0,,2008-06-01,
16561,Red Feather,Secret,Living,Female,Good,,,,,,,Marvel,2008.0,,2008-10-01,Triumph Division's second incarnation
16562,Rl'nnd,Public,Deceased,Male,Bad,,,,Green,Bald,,Marvel,2008.0,,2008-01-01,
16563,Rm'twr,Public,Deceased,Male,Bad,,,,Green,Bald,,Marvel,2008.0,,2008-05-01,
16564,Samuel N'Dingi,Public,Living,Male,Good,,,,,,,Marvel,2008.0,,2008-05-01,
16565,Sar T'llrk,Public,Deceased,Male,Bad,,,,Green,Bald,,Marvel,2008.0,,2008-10-01,
16566,V'lrym,Secret,Living,Male,Bad,,,,Green,Black,,Marvel,2008.0,,2008-10-01,
16567,Vette,Secret,Living,Female,,,,,Blue,Blond,,Marvel,2008.0,,2008-08-01,
16568,Wor'il,Secret,Living,Male,Bad,,,,Green,Bald,,Marvel,2008.0,,2008-06-01,
16569,X'iv,Secret,Living,Male,Bad,,,,Red,Bald,,Marvel,2008.0,,2008-08-01,
16570,Ahura Mazda,,Living,Male,,,,,,White,,Marvel,2009.0,,2009-09-01,
16571,Ard'ran,No Dual,Deceased,Female,Neutral,,,,Green,Bald,,Marvel,2009.0,,2009-01-01,
16572,Candy Fraser,Public,Deceased,Female,Neutral,,,,,,,Marvel,2009.0,,2009-05-01,
16573,Conrad O'Shea,,Living,Male,Bad,,,,,,,Marvel,2009.0,,2009-06-01,
16574,D'arun,Public,Deceased,Male,Bad,,,,Brown,Grey,,Marvel,2009.0,,2009-12-01,
16575,Daramulum,Secret,Living,Male,Neutral,,,,,Black,,Marvel,2009.0,,2009-09-01,
16576,Gnowee,Secret,Living,Female,Good,,,,,Brown,,Marvel,2009.0,,2009-09-01,
16577,H'jke Jeeku,No Dual,Deceased,Male,Neutral,,,,Green,Bald,,Marvel,2009.0,,2009-03-01,
16578,John Allen Adams,,Living,Male,Bad,,,,,,,Marvel,2009.0,,2009-04-01,
16579,Julunggul,Secret,Living,Female,Good,,,,,Bald,,Marvel,2009.0,,2009-09-01,
16580,Knuckles O' Shaugnessy,Secret,Living,Male,,,,,Red,Bald,,Marvel,2009.0,,2009-05-01,
16581,M'Toka,Public,Living,Male,Neutral,,,,Black,Black,,Marvel,2009.0,,2009-10-01,
16582,Madame Curie Cho,Public,Living,Female,Good,,,,Brown,Black,,Marvel,2009.0,,2009-11-01,
16583,Mamaragan,Secret,Living,Male,Good,,,,,Black,,Marvel,2009.0,,2009-09-01,
16584,Marcia Graymalkin,Secret,Deceased,Female,,,,,,,,Marvel,2009.0,,2009-01-01,
16585,Marmoo,Secret,Living,Male,Bad,,,,,Bald,,Marvel,2009.0,,2009-09-01,
16586,N'Dega,Public,Living,Male,Neutral,,,,Black,Black,,Marvel,2009.0,,2009-10-01,
16587,N'Iix,Public,Living,Male,Good,,,,,Bald,,Marvel,2009.0,,2009-11-01,
16588,N'Tomo,Public,Living,Male,Good,,,,,Bald,,Marvel,2009.0,,2009-11-01,
16589,Narahdarn,Secret,Living,Male,Neutral,,,,,,,Marvel,2009.0,,2009-09-01,
16590,Pn'zo,Secret,Living,Male,Bad,,,,Blue,Bald,,Marvel,2009.0,,2009-03-01,
16591,S'Kaan,Secret,Living,Male,Bad,,,,Green,Bald,,Marvel,2009.0,,2009-06-01,
16592,T'Kan,Public,Deceased,Male,Bad,,,,Brown,Black,,Marvel,2009.0,,2009-10-01,
16593,T'Korr,Public,Living,Male,Neutral,,,,,Black,,Marvel,2009.0,,2009-09-01,
16594,\u00c4kr\u00e4s,,Living,Male,,,,,,Brown,,Marvel,2009.0,,2009-09-01,
16595,Bone Dancer,Secret,Living,Male,Bad,,,,Red,,,Marvel,2010.0,,2010-02-01,
16596,Conall O'Reilly,No Dual,Living,Male,,,,,,,,Marvel,2010.0,,2010-04-01,
16597,Daraxus Dax,Public,Living,Male,Neutral,,,,Brown,Bald,,Marvel,2010.0,,2010-05-01,
16598,Death's Head,Secret,Living,Male,Good,,,,Red,Bald,,Marvel,2010.0,,2010-04-01,Carl
16599,Finnan O'Bradaigh,Public,Deceased,Male,Good,,,,,,,Marvel,2010.0,,2010-04-01,
16600,Franken's Teen,Secret,Living,Male,Neutral,,,,,Black,,Marvel,2010.0,,2010-04-01,
16601,Jill Hepburn,,Living,Female,Good,,,,,,,Marvel,2010.0,,2010-09-01,
16602,Kaufman,Secret,Living,Female,,,,,,Brown,,Marvel,2010.0,,2010-02-01,General Tod's daughter
16603,Marera Serrano,,Living,Female,Good,,,,Brown,Brown,,Marvel,2010.0,,2010-08-01,
16604,Rhino,Secret,Deceased,Male,Bad,Human / radiation,196.0,320.0,Brown,Brown,,Marvel Comics,2010.0,,2010-03-01,Kraven
16605,Sverrik,Public,Living,Male,Good,,,,,,,Marvel,2010.0,,2010-11-01,
16606,Tul'uth,,Living,Male,Bad,,,,Yellow,Bald,,Marvel,2010.0,,2010-01-01,
16607,Alaka'i Ryan II,No Dual,Deceased,Male,Good,,,,,Brown,,Marvel,2011.0,,2011-02-01,
16608,All-Mother,No Dual,Deceased,Female,,,,,,Bald,,Marvel,2011.0,,2011-11-01,Sisterhood of the Wasp
16609,Ava'Dara Naganandini,Secret,Living,Female,Good,,,,White,White,,Marvel,2011.0,,2011-12-01,
16610,Carol,,Deceased,Female,Neutral,,,,Grey,Brown,,Marvel,2011.0,,2011-09-01,Roger's wife
16611,Dieter Skul,Public,Living,Male,Bad,,,,,Black,,Marvel,2011.0,,2011-12-01,
16612,Flash,Secret,Living,Male,Good,Human,180.0,81.0,Blue,Brown / white,,DC Comics,2011.0,,2011-08-01,
16613,Flash,Secret,Living,Male,Good,Human,180.0,81.0,Blue,Brown / white,,DC Comics,1956.0,1028.0,1956-10-01,Barry Allen
16614,Flash,Secret,Living,Male,Good,Human,180.0,81.0,Blue,Brown / white,,DC Comics,1960.0,,1960-01-01,Wally West
16615,Jeanie,Public,Living,Female,Neutral,,,,,Red,,Marvel,2011.0,,2011-03-01,
16616,Mark Milton,,Deceased,Male,Bad,,,,,,,Marvel,2011.0,,2011-05-01,Zombie Clone
16617,Raleigh Lund,Secret,Deceased,Male,Bad,,,,,,,Marvel,2011.0,,2011-05-01,Zombie Clone
16618,Roger's Baby,,Deceased,,,,,,,,,Marvel,2011.0,,2011-09-01,
16619,Sa'ida Zebari,Secret,Living,Female,,,,,,,,Marvel,2011.0,,2011-04-01,
16620,Skipper,Secret,Living,Male,Bad,,,,,,,Marvel,2011.0,,2011-01-01,A.I.M.
16621,Stanley Stewart,Secret,Deceased,Male,Bad,,,,,,,Marvel,2011.0,,2011-05-01,Zombie Clone
16622,Thomas Thompson,Secret,Deceased,Male,Bad,,,,White,Grey,,Marvel,2011.0,,2011-05-01,Zombie Clone
16623,Zarda Shelton,Secret,Deceased,Female,Bad,,,,Yellow,Black,,Marvel,2011.0,,2011-05-01,Zombie Clone
16624,Aimee,No Dual,Living,Female,Good,,,,Black,Pink,,Marvel,2012.0,,2012-10-01,Clint Barton's neighbor
16625,Da'o Coy Manh,Public,Deceased,Female,Bad,,,,Black,Black,,Marvel,2012.0,,2012-06-01,
16626,Deke,Public,Living,Male,Good,,,,Black,Black,,Marvel,2012.0,,2012-10-01,Clint Barton's neighbor
16627,Gilbert,Public,Deceased,Male,Good,,,,,,,Marvel,2012.0,,2012-10-01,Clint Barton's neighbor
16628,Guard Dog,Secret,Living,,Bad,,,,,Bald,,Marvel,2012.0,,2012-12-01,
16629,Hoggscar,Secret,Deceased,Male,Neutral,,,,,Bald,,Marvel,2012.0,,2012-12-01,
16630,Paul Winston,Secret,Deceased,Male,Neutral,,,,Blue,Brown,,Marvel,2012.0,,2012-07-01,
16631,Ra'ktar,Public,Living,Male,Bad,,,,,Bald,,Marvel,2012.0,,2012-01-01,
16632,Rot's Creations,,Living,,Bad,,,,,Bald,,Marvel,2012.0,,2012-06-01,
16633,Simone,Public,Living,Female,Good,,,,Black,Black,,Marvel,2012.0,,2012-10-01,Clint Barton's neighbor
16634,Simone,,Living,Female,,,,,,,,DC,1998.0,1.0,1998-09-01,
16635,The Hypst'r,Secret,Living,Male,Good,,,,,,,Marvel,2012.0,,2012-10-01,
16636,Tito,Public,Living,,Good,,,,,Red,,Marvel,2012.0,,2012-10-01,Clint Barton's neighbor
16637,"\""Spider-Girl\""",No Dual,Living,Female,Neutral,,,,Brown,Blond,,Marvel,2013.0,,2013-03-01,Mutant/Spider Clone
16638,James Monroe,Public,Living,Male,,,,,,,,Marvel,2013.0,,2013-01-01,
16639,Katy & Timothy Bashir,Secret,Deceased,Female,Bad,,,,Brown,Black,,Marvel,2013.0,,2013-02-01,
16640,Mister Z'zz,,Deceased,Male,Good,,,,White,,,Marvel,2013.0,,2013-04-01,
16641,Mole Monster,Secret,Living,Male,Neutral,,,,Yellow,Black,,Marvel,2013.0,,2013-05-01,
16642,Aberham,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,,,,
16643,Alan Brialige,,Living,Male,Bad,,,,,,,Marvel,,,,
16644,Aldo Moomjay,,Living,,,,,,,,,Marvel,,,,
16645,Alfred Gray,,Living,Male,Neutral,,,,,,,Marvel,,,,
16646,Amo,No Dual,Living,Male,Good,,,,Blue,White,,Marvel,,,,
16647,Anthony Holland,No Dual,Living,Male,,,,,,,,Marvel,,,,
16648,Anton Pierce,,Living,Male,,,,,,,,Marvel,,,,
16649,Apollos,Secret,Living,Male,,,,,,,,Marvel,,,,
16650,Arjai-Ush,,Living,Male,Bad,,,,,Bald,,Marvel,,,,
16651,Arkady Tegai,Secret,Living,Male,,,,,,,,Marvel,,,,
16652,Arnold Sibert,,Living,Male,,,,,,,,Marvel,,,,
16653,Athena,,Living,,,,,,,,,Marvel,,,,Warheads
16654,Avatar of Cha'sa'dra,Secret,Living,,Bad,,,,Yellow,Bald,,Marvel,,,,
16655,Ayesha of Balobedu,,Living,Female,Good,,,,Blue,White,,Marvel,,,,
16656,Azur,,Living,Female,,,,,,,,Marvel,,,,
16657,Beli,,Living,Male,,,,,,,,Marvel,,,,
16658,Blabek,No Dual,Living,Male,Good,,,,Blue,White,,Marvel,,,,
16659,Bron-Char,Public,Living,Male,Bad,,,,Red,Bald,,Marvel,,,,
16660,Byrrahna,No Dual,Living,Male,Good,,,,Blue,,,Marvel,,,,
16661,Cavalier,Public,Living,,,,,,,Bald,,Marvel,,,,
16662,Cisa,Secret,Living,Female,Good,,,,,,,Marvel,,,,
16663,Cloudstrider,,Living,Female,Good,,,,,Blond,,Marvel,,,,
16664,Conquistador,Secret,Living,Male,,,,,Blue,Brown,,Marvel,,,,"Command, Replacement"
16665,Corinne Walton,Secret,Living,Female,Neutral,,,,,Black,,Marvel,,,,
16666,C\u00e9sar Mendivil,Secret,Living,Male,Bad,,,,,,,Marvel,,,,
16667,D'Ciggs,Public,Living,Male,,,,,Brown,Black,,Marvel,,,,
16668,Daimos,,Living,,,,,,,,,Marvel,,,,
16669,Daina,Secret,Living,Female,,,,,,,,Marvel,,,,
16670,Daniel Howlett,,Living,Male,Neutral,,,,,,,Marvel,,,,
16671,Dark Overlord,Secret,Living,Male,Bad,,,,Brown,,,Marvel,,,,
16672,Dashak,No Dual,Living,Male,Good,,,,Blue,White,,Marvel,,,,
16673,Dasra,Public,Living,Male,Bad,,,,Red,Bald,,Marvel,,,,
16674,David,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,,,,Angel
16675,Derrick Beacon,Secret,Living,Male,,,,,,,,Marvel,,,,
16676,Dione,,Living,Female,,,,,,,,Marvel,,,,
16677,Doc Neutron,Secret,Living,Male,Bad,,,,,Grey,,Marvel,,,,
16678,Don Winston,,Living,Male,,,,,,,,Marvel,,,,
16679,Dr'zzt,Secret,Living,Male,,,,,Green,Bald,,Marvel,,,,
16680,Dragon Lords of Kakarantharnia,,Living,,,,,,,,,Marvel,,,,
16681,Drone,Secret,Living,,,,,,Red,Bald,,Marvel,,,,Luminals
16682,Edward Stark,Public,Living,Male,Good,,,,,,,Marvel,,,,
16683,Elsie Manning,,Living,Female,Good,,,,,Black,,Marvel,,,,
16684,Eric,,Living,,,,,,,,,Marvel,,,,Ben Parker Character
16685,Fallen Angel,Secret,Living,Male,Good,,,,,,,Marvel,,,,
16686,Faradei,Public,Living,Male,Neutral,,,,Brown,Brown,,Marvel,,,,
16687,Farax,No Dual,Living,Male,Good,,,,Blue,White,,Marvel,,,,
16688,Fascit,,Living,,Bad,,,,,,,Marvel,,,,
16689,Frank von Frankenstein,,Living,Male,,,,,,Black,,Marvel,,,,
16690,Frathag,,Living,,Bad,,,,,,,Marvel,,,,
16691,Fredo Castiglione,Public,Living,Male,Neutral,,,,,,,Marvel,,,,
16692,Friagabbi,,Living,Female,Good,,,,,Blond,,Marvel,,,,
16693,Geirahord,,Living,Female,Good,,,,,Blond,,Marvel,,,,
16694,Georgia Orr,Public,Living,Female,Good,,,,,,,Marvel,,,,
16695,Glumph,Public,Living,,Good,,,,,Black,,Marvel,,,,
16696,Goll,,Living,Female,Good,,,,,Blond,,Marvel,,,,
16697,Gow Yang,,Living,Male,Bad,,,,,,,Marvel,,,,
16698,Grand Director,,Living,Male,Bad,,,,,,,Marvel,,,,Heroes Reborn
16699,Gregori Surorov,,Living,Male,,,,,,,,Marvel,,,,
16700,Gunna,Public,Living,Female,Good,,,,,Blond,,Marvel,,,,Valkyries
16701,Gymir,,Living,Male,,,,,,,,Marvel,,,,
16702,Harmonia,,Living,Female,Good,,,,,,,Marvel,,,,
16703,Harmonia,Public,Living,Female,Bad,,,,Blue,Blond,,DC,1987.0,14.0,1987-02-01,
16704,Helmviga,,Living,Female,Good,,,,,Blond,,Marvel,,,,
16705,Herfjotur,,Living,Female,Good,,,,,Blond,,Marvel,,,,
16706,Horatio Huxler,No Dual,Living,Male,,,,,,,,Marvel,,,,
16707,Howard Samuels,Public,Living,Male,Good,,,,,,,Marvel,,,,
16708,Howard Stark Sr.,Public,Deceased,Male,Good,,,,,,,Marvel,,,,
16709,Hyppus,Secret,Living,Male,Neutral,,,,,,,Marvel,,,,
16710,Idi,,Living,Male,,,,,,,,Marvel,,,,
16711,Illumination,Secret,Living,Female,Bad,,,,,Blond,,Marvel,,,,
16712,Ilsa,,Living,Female,,,,,,,,Marvel,,,,Warrior
16713,Immanu,Public,Living,Male,Good,,,,Blue,,,Marvel,,,,
16714,Isuus,Secret,Living,Female,Neutral,,,,,,,Marvel,,,,
16715,Izadquiel,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,,,,
16716,Jefferson Reed,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,,,,
16717,Jim Cunningham,Public,Living,Male,Good,,,,,Brown,,Marvel,,,,
16718,Jodyquiel,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,,,,
16719,Johnathon White,,Living,Male,,,,,,,,Marvel,,,,
16720,Joline Cargill,Secret,Living,Female,Good,,,,Green,Red,,Marvel,,,,
16721,Jon Dancer,,Living,Male,,,,,,,,Marvel,,,,
16722,Jonathan Ceasar,,Living,Male,,,,,,,,Marvel,,,,
16723,K'renn,Public,Living,Male,Good,,,,White,,,Marvel,,,,
16724,K'ythri,Public,Deceased,Male,Neutral,,,,,Black,,Marvel,,,,
16725,Karthus,,Living,Female,,,,,White,Brown,,Marvel,,,,
16726,Kay Destine,,Living,Female,,,,,,,,Marvel,,,,
16727,Kay-Sade,,Living,Male,Bad,,,,,Bald,,Marvel,,,,
16728,KhLTg,,Living,,Bad,,,,,,,Marvel,,,,
16729,Klaus Krueger,,Living,Male,,,,,,,,Marvel,,,,
16730,Klaus Kruptmann,Public,Living,Male,,,,,,,,Marvel,,,,
16731,Korro,Secret,Living,Male,Good,,,,Blue,White,,Marvel,,,,
16732,Kre'shje,Public,Living,Male,Good,,,,White,,,Marvel,,,,
16733,Krista Marwan,No Dual,Living,Female,Good,,,,Brown,Black,,Marvel,,,,
16734,Kx'ulthuum,,Living,,Bad,,,,,,,Marvel,,,,
16735,Lamar Cransfield,Secret,Living,Male,Good,,,,,,,Marvel,,,,
16736,Lanette Raye,Public,Living,Female,Good,,,,,,,Marvel,,,,
16737,M'yra,Public,Living,Female,Good,,,,Brown,Bald,,Marvel,,,,
16738,Machlan'n,,Living,,,,,,,,,Marvel,,,,
16739,Malefactor,,Living,Female,Bad,,,,,,,Marvel,,,,
16740,Mander,,Living,Male,,,,,,,,Marvel,,,,
16741,Marcan,No Dual,Living,Male,Good,,,,Blue,White,,Marvel,,,,
16742,Medula,,Living,,Bad,,,,,,,Marvel,,,,
16743,Metatron,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,,,,
16744,Misery,Secret,Living,,,,,,,,,Marvel,,,,Hellbent
16745,Morgause,,Living,Female,,,,,,,,Marvel,,,,
16746,Mortician,,Living,Male,,,,,,,,Marvel,,,,
16747,Moy,,Living,,,,,,,,,Marvel,,,,
16748,Mrs. Stane,Public,Deceased,Female,Bad,,,,,,,Marvel,,,,
16749,Mrs. Ventura,Public,Living,Female,,,,,,,,Marvel,,,,
16750,Muuvar,Public,Living,Male,Good,,,,White,,,Marvel,,,,
16751,N'Yami,Public,Deceased,Female,Good,,,,,,,Marvel,,,,
16752,Namita,No Dual,Living,Male,Good,,,,Blue,,,Marvel,,,,
16753,Narvi,Public,Living,Male,Good,,,,,,,Marvel,,,,
16754,Nereus,No Dual,Living,Male,Good,,,,Blue,,,Marvel,,,,
16755,Nick White,Public,Living,Male,Good,,,,Blue,Black,,Marvel,,,,
16756,Niles Nordstrom,,Living,Male,,,,,,,,Marvel,,,,
16757,Olvadi,,Living,Male,,,,,,,,Marvel,,,,
16758,Orelem,No Dual,Living,Male,Good,,,,Blue,,,Marvel,,,,
16759,Patricia Collins,Public,Living,Female,Good,,,,,,,Marvel,,,,
16760,Private Williamson,,Living,Male,,,,,,,,Marvel,,,,
16761,Pruda,,Living,Female,Good,,,,Blue,Blond,,Marvel,,,,
16762,Qu'lar,No Dual,Living,Male,,,,,,,,Marvel,,,,
16763,Radgrid,,Living,Female,Good,,,,,Blond,,Marvel,,,,
16764,Randgrid,,Living,Female,Good,,,,,Blond,,Marvel,,,,
16765,Randy Allen,No Dual,Living,Male,,,,,,,,Marvel,,,,
16766,Raphael,Secret,Living,Male,Good,Mutant,,,Blue,No hair,Green,IDW Publishing,,,,Angel
16767,Red-Blue Judge,,Living,,,,,,,,,Marvel,,,,
16768,Relun,No Dual,Living,Male,,,,,,,,Marvel,,,,
16769,Richard Rozy,,Living,,,,,,,,,Marvel,,,,
16770,Roger Goshaw,Secret,Living,Male,,,,,,Brown,,Marvel,,,,
16771,Ross Kincaid,Secret,Living,Male,Good,,,,,,,Marvel,,,,
16772,Rota,,Living,Female,Good,,,,,Blond,,Marvel,,,,
16773,Sansenoy,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,,,,
16774,Semangol,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,,,,
16775,Senoy,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,,,,
16776,Shemhazai,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,,,,
16777,Shivoor,Secret,Living,Female,Bad,,,,,Bald,,Marvel,,,,
16778,Shouhsing,,Living,Male,,,,,,,,Marvel,,,,
16779,Siberforce's member,,Deceased,Male,,,,,,Blond,,Marvel,,,,
16780,Siegrina,,Living,Female,Good,,,,,Blond,,Marvel,,,,
16781,Sigurdrifta,,Living,Female,Good,,,,,Blond,,Marvel,,,,
16782,Silhouette,Secret,Living,Female,Bad,,,,,,,Marvel,,,,Hand
16783,Silhouette,,Living,Male,Bad,,,,,,,DC,1982.0,5.0,1982-12-01,
16784,Skagerackrakor,,Living,,,,,,,,,Marvel,,,,
16785,Skeggjold,,Living,Female,Good,,,,,Blond,,Marvel,,,,
16786,T'urin G'ar,Secret,Living,Male,Bad,,,,,,,Marvel,,,,
16787,Ted Koppel,Public,Living,Male,,,,,,,,Marvel,,,,
16788,Teneel,No Dual,Living,Male,Good,,,,Blue,White,,Marvel,,,,
16789,Terri Lee,Public,Living,Female,Good,,,,Brown,Black,,Marvel,,,,
16790,Terry Raymond,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,,,,
16791,Theodore Kroeber,Public,Living,Male,Good,,,,,,,Marvel,,,,
16792,Thiazzi,,Deceased,Male,,,,,,,,Marvel,,,,
16793,Urizen Ul'var,Public,Living,Male,Good,,,,White,,,Marvel,,,,
16794,Valka,,Living,,,,,,,,,Marvel,,,,
16795,Vayor,No Dual,Living,Male,Bad,,,,,Black,,Marvel,,,,
16796,Viridian,,Living,Male,,,,,,,,Marvel,,,,
16797,William Burke,,Living,Male,,,,,,,,Marvel,,,,
16798,William Falsworth,,Deceased,Male,Good,,,,,,,Marvel,,,,
16799,Yamata no Orichi,Public,Living,Male,Bad,,,,,Bald,,Marvel,,,,
16800,Zero G. Priestly,Secret,Living,Male,Neutral,,,,,,,Marvel,,,,Legion Personality
16801,Zora Loftus,Secret,Living,Female,Bad,,,,,Blond,,Marvel,,,,
16802,Agar,No Dual,Living,Male,Bad,,,,Black,Bald,,Marvel,,,,
16803,Ana,No Dual,Living,Female,Good,,,,Black,Grey,,Marvel,,,,Natasha Romanoff's neighbor
16804,Dante's mother,No Dual,Deceased,Female,Neutral,,,,,,,Marvel,,,,
16805,Farbauti,Public,Living,Female,Bad,,,,Red,,,Marvel,,,,
